,time,runtime,pipeline,default_hp,roc_auc,new_best,evaluation_report,status,exception,data-pre-processor_class,data-pre-processor_hps,feature-pre-processor_class,feature-pre-processor_hps,learner_class,learner_hps
0,1720632155.7239296,0.18985533714294434,"Pipeline(steps=[('learner', ExtraTreesClassifier())])",True,0.8955,True,"{'roc_auc': [0.9166666666666667, 0.9551282051282051, 0.8846153846153847, 0.9038461538461539, 0.8173076923076923]}",ok,,,,,,sklearn.ensemble._forest.ExtraTreesClassifier,
1,1720632156.0977182,0.37296533584594727,"Pipeline(steps=[('learner', RandomForestClassifier())])",True,0.9378,True,"{'roc_auc': [0.9102564102564102, 0.9391025641025641, 0.9358974358974359, 0.967948717948718, 0.9358974358974359]}",ok,,,,,,sklearn.ensemble._forest.RandomForestClassifier,
2,1720632156.6124642,0.513554573059082,"Pipeline(steps=[('learner', HistGradientBoostingClassifier())])",True,0.8885,False,"{'roc_auc': [0.8333333333333333, 0.9166666666666667, 0.8333333333333334, 0.9358974358974359, 0.9230769230769231]}",ok,,,,,,sklearn.ensemble.HistGradientBoostingClassifier,
3,1720632156.6233141,0.01036977767944336,"Pipeline(steps=[('learner', BernoulliNB())])",True,0.834,False,"{'roc_auc': [0.8910256410256411, 0.8717948717948718, 0.7467948717948718, 0.7435897435897436, 0.9166666666666666]}",ok,,,,,,sklearn.naive_bayes.BernoulliNB,
4,1720632156.6869752,0.06306147575378418,"Pipeline(steps=[('learner', DecisionTreeClassifier())])",True,0.825,False,"{'roc_auc': [0.9230769230769231, 0.8012820512820513, 0.7660256410256411, 0.8333333333333333, 0.8012820512820513]}",ok,,,,,,sklearn.tree._classes.DecisionTreeClassifier,
5,1720632156.6942716,0.007061958312988281,"Pipeline(steps=[('learner', GaussianNB())])",True,0.7256,False,"{'roc_auc': [0.7564102564102564, 0.7467948717948718, 0.6762820512820513, 0.7243589743589743, 0.7243589743589743]}",ok,,,,,,sklearn.naive_bayes.GaussianNB,
6,1720632156.709532,0.014918804168701172,"Pipeline(steps=[('learner', KNeighborsClassifier())])",True,0.7897,False,"{'roc_auc': [0.7403846153846154, 0.8044871794871795, 0.8012820512820513, 0.7628205128205128, 0.8397435897435896]}",ok,,,,,,sklearn.neighbors._classification.KNeighborsClassifier,
7,1720632157.3276892,0.6177527904510498,"Pipeline(steps=[('learner', LinearDiscriminantAnalysis())])",True,0.709,False,"{'roc_auc': [0.7115384615384616, 0.7243589743589743, 0.5448717948717949, 0.6858974358974359, 0.8782051282051282]}",ok,,,,,,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,
8,1720632157.3889294,0.06072711944580078,"Pipeline(steps=[('learner', QuadraticDiscriminantAnalysis())])",True,0.6321,False,"{'roc_auc': [0.5128205128205128, 0.5576923076923077, 0.8012820512820512, 0.47435897435897434, 0.8141025641025641]}",ok,,,,,,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,
9,1720632160.8867524,3.4966418743133545,"Pipeline(steps=[('learner', SVC(kernel='linear'))])",True,0.6154,False,"{'roc_auc': [0.4423076923076923, 0.6666666666666667, 0.6217948717948718, 0.6282051282051283, 0.7179487179487178]}",ok,,,,,,sklearn.svm._classes.SVC,
10,1720632160.9130387,0.025119304656982422,"Pipeline(steps=[('learner', SVC())])",True,0.5654,False,"{'roc_auc': [0.532051282051282, 0.5897435897435898, 0.5192307692307693, 0.6602564102564104, 0.5256410256410255]}",ok,,,,,,sklearn.svm._classes.SVC,
11,1720632160.9437382,0.029428482055664062,"Pipeline(steps=[('learner', SVC(kernel='poly'))])",True,0.4256,False,"{'roc_auc': [0.47435897435897434, 0.423076923076923, 0.28846153846153844, 0.5256410256410257, 0.41666666666666663]}",ok,,,,,,sklearn.svm._classes.SVC,
12,1720632160.978829,0.03388357162475586,"Pipeline(steps=[('learner', SVC(kernel='sigmoid'))])",True,0.55,False,"{'roc_auc': [0.5064102564102564, 0.4551282051282052, 0.5128205128205128, 0.717948717948718, 0.5576923076923077]}",ok,,,,,,sklearn.svm._classes.SVC,
13,1720632161.4483132,0.4681220054626465,"Pipeline(steps=[('learner', MLPClassifier())])",True,0.6103,False,"{'roc_auc': [0.7371794871794871, 0.6826923076923077, 0.5576923076923077, 0.6538461538461537, 0.4198717948717949]}",ok,,,,,,sklearn.neural_network._multilayer_perceptron.MLPClassifier,
14,1720632161.451469,0.002451658248901367,"Pipeline(steps=[('learner', MultinomialNB())])",True,,False,,exception,"Traceback (most recent call last):
  File ""/home/till/PycharmProjects/watchplant_classification/venv/lib/python3.10/site-packages/naiveautoml/commons.py"", line 168, in evaluate
    scores, evaluation_report = self.evaluation_fun(pl, self.X, self.y, [self.scoring] + self.side_scores)
  File ""/home/till/PycharmProjects/watchplant_classification/venv/lib/python3.10/site-packages/naiveautoml/evaluators.py"", line 95, in __call__
    scores = self.evaluate_splits(
  File ""/home/till/PycharmProjects/watchplant_classification/venv/lib/python3.10/site-packages/naiveautoml/evaluators.py"", line 121, in evaluate_splits
    split_results = self.evaluate_split(
  File ""/home/till/PycharmProjects/watchplant_classification/venv/lib/python3.10/site-packages/naiveautoml/evaluators.py"", line 142, in evaluate_split
    pl_copy.fit(X_train, y_train)
  File ""/home/till/PycharmProjects/watchplant_classification/venv/lib/python3.10/site-packages/sklearn/base.py"", line 1351, in wrapper
    return fit_method(estimator, *args, **kwargs)
  File ""/home/till/PycharmProjects/watchplant_classification/venv/lib/python3.10/site-packages/sklearn/pipeline.py"", line 475, in fit
    self._final_estimator.fit(Xt, y, **last_step_params[""fit""])
  File ""/home/till/PycharmProjects/watchplant_classification/venv/lib/python3.10/site-packages/sklearn/base.py"", line 1351, in wrapper
    return fit_method(estimator, *args, **kwargs)
  File ""/home/till/PycharmProjects/watchplant_classification/venv/lib/python3.10/site-packages/sklearn/naive_bayes.py"", line 759, in fit
    self._count(X, Y)
  File ""/home/till/PycharmProjects/watchplant_classification/venv/lib/python3.10/site-packages/sklearn/naive_bayes.py"", line 881, in _count
    check_non_negative(X, ""MultinomialNB (input X)"")
  File ""/home/till/PycharmProjects/watchplant_classification/venv/lib/python3.10/site-packages/sklearn/utils/validation.py"", line 1572, in check_non_negative
    raise ValueError(""Negative values in data passed to %s"" % whom)
ValueError: Negative values in data passed to MultinomialNB (input X)
",,,,,sklearn.naive_bayes.MultinomialNB,
15,1720632161.4540203,0.0021445751190185547,"Pipeline(steps=[('data-pre-processor', MinMaxScaler()),
                ('learner', RandomForestClassifier())])",True,,False,,avoided,,sklearn.preprocessing._data.MinMaxScaler,,,,sklearn.ensemble._forest.RandomForestClassifier,
16,1720632161.8495262,0.3950788974761963,"Pipeline(steps=[('data-pre-processor', Normalizer()),
                ('learner', RandomForestClassifier())])",True,0.8263,False,"{'roc_auc': [0.842948717948718, 0.8814102564102564, 0.7724358974358975, 0.8141025641025641, 0.8205128205128205]}",ok,,sklearn.preprocessing._data.Normalizer,,,,sklearn.ensemble._forest.RandomForestClassifier,
17,1720632161.851007,0.001074075698852539,"Pipeline(steps=[('data-pre-processor', PowerTransformer()),
                ('learner', RandomForestClassifier())])",True,,False,,avoided,,sklearn.preprocessing._data.PowerTransformer,,,,sklearn.ensemble._forest.RandomForestClassifier,
18,1720632161.8525777,0.0011162757873535156,"Pipeline(steps=[('data-pre-processor', QuantileTransformer()),
                ('learner', RandomForestClassifier())])",True,,False,,avoided,,sklearn.preprocessing._data.QuantileTransformer,,,,sklearn.ensemble._forest.RandomForestClassifier,
19,1720632161.8539963,0.0010454654693603516,"Pipeline(steps=[('data-pre-processor', RobustScaler()),
                ('learner', RandomForestClassifier())])",True,,False,,avoided,,sklearn.preprocessing._data.RobustScaler,,,,sklearn.ensemble._forest.RandomForestClassifier,
20,1720632161.8553157,0.0010409355163574219,"Pipeline(steps=[('data-pre-processor', StandardScaler()),
                ('learner', RandomForestClassifier())])",True,,False,,avoided,,sklearn.preprocessing._data.StandardScaler,,,,sklearn.ensemble._forest.RandomForestClassifier,
21,1720632162.213205,0.3576173782348633,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner', RandomForestClassifier())])",True,0.9058,False,"{'roc_auc': [0.967948717948718, 0.8974358974358975, 0.8942307692307692, 0.7948717948717949, 0.9743589743589743]}",ok,,sklearn.feature_selection._variance_threshold.VarianceThreshold,,,,sklearn.ensemble._forest.RandomForestClassifier,
22,1720632338.9237075,176.70979404449463,"Pipeline(steps=[('feature-pre-processor', FastICA()),
                ('learner', RandomForestClassifier())])",True,0.4667,False,"{'roc_auc': [0.43910256410256415, 0.3621794871794872, 0.5288461538461539, 0.48397435897435903, 0.5192307692307693]}",ok,,,,sklearn.decomposition._fastica.FastICA,,sklearn.ensemble._forest.RandomForestClassifier,
23,1720632339.201998,0.2773709297180176,"Pipeline(steps=[('feature-pre-processor', FeatureAgglomeration()),
                ('learner', RandomForestClassifier())])",True,0.725,False,"{'roc_auc': [0.7596153846153846, 0.6987179487179487, 0.6282051282051282, 0.7019230769230769, 0.8365384615384616]}",ok,,,,sklearn.cluster._agglomerative.FeatureAgglomeration,,sklearn.ensemble._forest.RandomForestClassifier,
24,1720632339.2045789,0.0014090538024902344,"Pipeline(steps=[('feature-pre-processor', KernelPCA()),
                ('learner', RandomForestClassifier())])",True,,False,,avoided,,,,sklearn.decomposition._kernel_pca.KernelPCA,,sklearn.ensemble._forest.RandomForestClassifier,
25,1720632339.2060704,0.0010421276092529297,"Pipeline(steps=[('feature-pre-processor', RBFSampler()),
                ('learner', RandomForestClassifier())])",True,,False,,avoided,,,,sklearn.kernel_approximation.RBFSampler,,sklearn.ensemble._forest.RandomForestClassifier,
26,1720632339.2079644,0.0011703968048095703,"Pipeline(steps=[('feature-pre-processor', Nystroem()),
                ('learner', RandomForestClassifier())])",True,,False,,avoided,,,,sklearn.kernel_approximation.Nystroem,,sklearn.ensemble._forest.RandomForestClassifier,
27,1720632340.0795171,0.8711469173431396,"Pipeline(steps=[('feature-pre-processor', PCA()),
                ('learner', RandomForestClassifier())])",True,0.7763,False,"{'roc_auc': [0.8044871794871794, 0.737179487179487, 0.8685897435897435, 0.7275641025641025, 0.7435897435897435]}",ok,,,,sklearn.decomposition._pca.PCA,,sklearn.ensemble._forest.RandomForestClassifier,
28,1720632343.325924,3.2455337047576904,"Pipeline(steps=[('feature-pre-processor', PolynomialFeatures()),
                ('learner', RandomForestClassifier())])",True,0.8897,False,"{'roc_auc': [0.8141025641025641, 0.8814102564102564, 0.9294871794871795, 0.9262820512820513, 0.8974358974358975]}",ok,,,,sklearn.preprocessing._polynomial.PolynomialFeatures,,sklearn.ensemble._forest.RandomForestClassifier,
29,1720632343.5929282,0.2659740447998047,"Pipeline(steps=[('feature-pre-processor', SelectPercentile()),
                ('learner', RandomForestClassifier())])",True,0.8564,False,"{'roc_auc': [0.8205128205128205, 0.8076923076923077, 0.9102564102564102, 0.9230769230769231, 0.8205128205128206]}",ok,,,,sklearn.feature_selection._univariate_selection.SelectPercentile,,sklearn.ensemble._forest.RandomForestClassifier,
30,1720632343.80997,0.21642184257507324,"Pipeline(steps=[('feature-pre-processor', GenericUnivariateSelect()),
                ('learner', RandomForestClassifier())])",True,0.7891,False,"{'roc_auc': [0.6955128205128205, 0.923076923076923, 0.8269230769230769, 0.6634615384615384, 0.8365384615384617]}",ok,,,,sklearn.feature_selection._univariate_selection.GenericUnivariateSelect,,sklearn.ensemble._forest.RandomForestClassifier,
31,1720632343.8127952,6.467927932739258,"Pipeline(steps=[('learner',
                 RandomForestClassifier(bootstrap=False, criterion='entropy',
                                        max_features=225, min_samples_leaf=10,
                                        min_samples_split=20, n_estimators=512,
                                        warm_start=True))])",False,0.9128,True,"{'roc_auc': [0.9807692307692308, 0.8589743589743589, 0.8589743589743589, 0.9230769230769231, 0.9423076923076923]}",ok,,,,,,sklearn.ensemble._forest.RandomForestClassifier,"{'bootstrap': 'False', 'criterion': 'entropy', 'max_depth': 'None', 'max_features': 0.8128761600206302, 'max_leaf_nodes': 'None', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 10, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0}"
32,1720632350.2820127,1.5717744827270508,"Pipeline(steps=[('learner',
                 RandomForestClassifier(criterion='entropy', max_features=83,
                                        min_samples_leaf=20,
                                        min_samples_split=20, n_estimators=512,
                                        warm_start=True))])",False,0.8654,True,"{'roc_auc': [0.7115384615384616, 0.7564102564102564, 0.9358974358974359, 0.9615384615384615, 0.9615384615384615]}",ok,,,,,,sklearn.ensemble._forest.RandomForestClassifier,"{'bootstrap': 'True', 'criterion': 'entropy', 'max_depth': 'None', 'max_features': 0.663853144286409, 'max_leaf_nodes': 'None', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 20, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0}"
33,1720632351.8552473,1.2079172134399414,"Pipeline(steps=[('learner',
                 RandomForestClassifier(criterion='entropy', max_features=24,
                                        min_samples_leaf=18,
                                        min_samples_split=3, n_estimators=512,
                                        warm_start=True))])",False,0.891,True,"{'roc_auc': [0.9294871794871795, 0.9935897435897436, 0.9166666666666667, 0.7628205128205129, 0.8525641025641026]}",ok,,,,,,sklearn.ensemble._forest.RandomForestClassifier,"{'bootstrap': 'True', 'criterion': 'entropy', 'max_depth': 'None', 'max_features': 0.48060827054797994, 'max_leaf_nodes': 'None', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 18, 'min_samples_split': 3, 'min_weight_fraction_leaf': 0.0}"
34,1720632353.0645807,0.8122470378875732,"Pipeline(steps=[('learner',
                 RandomForestClassifier(bootstrap=False, max_features=3,
                                        min_samples_leaf=8, min_samples_split=3,
                                        n_estimators=512, warm_start=True))])",False,0.9128,True,"{'roc_auc': [0.8846153846153846, 0.9038461538461537, 0.9615384615384616, 0.8717948717948718, 0.9423076923076923]}",ok,,,,,,sklearn.ensemble._forest.RandomForestClassifier,"{'bootstrap': 'False', 'criterion': 'gini', 'max_depth': 'None', 'max_features': 0.17940331863922432, 'max_leaf_nodes': 'None', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 8, 'min_samples_split': 3, 'min_weight_fraction_leaf': 0.0}"
35,1720632353.8782222,3.1000313758850098,"Pipeline(steps=[('learner',
                 RandomForestClassifier(bootstrap=False, max_features=90,
                                        min_samples_leaf=10,
                                        min_samples_split=10, n_estimators=512,
                                        warm_start=True))])",False,0.9577,True,"{'roc_auc': [0.9935897435897436, 0.9358974358974359, 0.9102564102564104, 0.9487179487179487, 1.0]}",ok,,,,,,sklearn.ensemble._forest.RandomForestClassifier,"{'bootstrap': 'False', 'criterion': 'gini', 'max_depth': 'None', 'max_features': 0.6762443760729642, 'max_leaf_nodes': 'None', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 10, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0.0}"
36,1720632356.9796863,1.2637887001037598,"Pipeline(steps=[('learner',
                 RandomForestClassifier(criterion='entropy', max_features=15,
                                        min_samples_leaf=9,
                                        min_samples_split=14, n_estimators=512,
                                        warm_start=True))])",False,0.9192,True,"{'roc_auc': [0.9294871794871795, 0.8333333333333334, 0.9679487179487178, 0.9294871794871795, 0.9358974358974359]}",ok,,,,,,sklearn.ensemble._forest.RandomForestClassifier,"{'bootstrap': 'True', 'criterion': 'entropy', 'max_depth': 'None', 'max_features': 0.41027142059977817, 'max_leaf_nodes': 'None', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 9, 'min_samples_split': 14, 'min_weight_fraction_leaf': 0.0}"
37,1720632358.2449028,0.9873692989349365,"Pipeline(steps=[('learner',
                 RandomForestClassifier(criterion='entropy', max_features=1,
                                        min_samples_leaf=9, min_samples_split=6,
                                        n_estimators=512, warm_start=True))])",False,0.8718,True,"{'roc_auc': [0.8269230769230769, 0.9423076923076923, 0.8525641025641025, 0.8076923076923077, 0.9294871794871795]}",ok,,,,,,sklearn.ensemble._forest.RandomForestClassifier,"{'bootstrap': 'True', 'criterion': 'entropy', 'max_depth': 'None', 'max_features': 0.09465057561933765, 'max_leaf_nodes': 'None', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.0}"
38,1720632359.2336025,0.8778672218322754,"Pipeline(steps=[('learner',
                 RandomForestClassifier(bootstrap=False, criterion='entropy',
                                        max_features=5, min_samples_leaf=10,
                                        min_samples_split=6, n_estimators=512,
                                        warm_start=True))])",False,0.9333,True,"{'roc_auc': [0.9487179487179487, 0.9615384615384615, 0.8782051282051282, 0.9807692307692308, 0.8974358974358974]}",ok,,,,,,sklearn.ensemble._forest.RandomForestClassifier,"{'bootstrap': 'False', 'criterion': 'entropy', 'max_depth': 'None', 'max_features': 0.2627468412970778, 'max_leaf_nodes': 'None', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 10, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.0}"
39,1720632360.1128309,0.9814574718475342,"Pipeline(steps=[('learner',
                 RandomForestClassifier(criterion='entropy', max_features=1,
                                        min_samples_leaf=16,
                                        min_samples_split=4, n_estimators=512,
                                        warm_start=True))])",False,0.8744,True,"{'roc_auc': [0.9102564102564102, 0.8910256410256411, 0.7692307692307693, 0.9423076923076923, 0.858974358974359]}",ok,,,,,,sklearn.ensemble._forest.RandomForestClassifier,"{'bootstrap': 'True', 'criterion': 'entropy', 'max_depth': 'None', 'max_features': 0.05623195969165884, 'max_leaf_nodes': 'None', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 16, 'min_samples_split': 4, 'min_weight_fraction_leaf': 0.0}"
40,1720632361.0956738,1.4442393779754639,"Pipeline(steps=[('learner',
                 RandomForestClassifier(max_features=16, n_estimators=512,
                                        warm_start=True))])",False,0.9051,True,"{'roc_auc': [0.8589743589743589, 0.923076923076923, 0.8717948717948718, 0.9038461538461539, 0.967948717948718]}",ok,,,,,,sklearn.ensemble._forest.RandomForestClassifier,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth': 'None', 'max_features': 0.4190764779775651, 'max_leaf_nodes': 'None', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0}"
41,1720632362.5412836,3.1682629585266113,"Pipeline(steps=[('learner',
                 RandomForestClassifier(bootstrap=False, criterion='entropy',
                                        max_features=106, min_samples_leaf=15,
                                        min_samples_split=17, n_estimators=512,
                                        warm_start=True))])",False,0.9103,True,"{'roc_auc': [0.7756410256410255, 0.9102564102564102, 0.9358974358974359, 0.9423076923076923, 0.9871794871794872]}",ok,,,,,,sklearn.ensemble._forest.RandomForestClassifier,"{'bootstrap': 'False', 'criterion': 'entropy', 'max_depth': 'None', 'max_features': 0.7002755212845472, 'max_leaf_nodes': 'None', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 15, 'min_samples_split': 17, 'min_weight_fraction_leaf': 0.0}"
42,1720632365.7109263,1.7536625862121582,"Pipeline(steps=[('learner',
                 RandomForestClassifier(max_features=47, min_samples_leaf=8,
                                        min_samples_split=6, n_estimators=512,
                                        warm_start=True))])",False,0.9244,True,"{'roc_auc': [0.9743589743589745, 0.9358974358974359, 0.9871794871794872, 0.8525641025641025, 0.8717948717948718]}",ok,,,,,,sklearn.ensemble._forest.RandomForestClassifier,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth': 'None', 'max_features': 0.5800955593354962, 'max_leaf_nodes': 'None', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 8, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.0}"
43,1720632367.465984,0.7797098159790039,"Pipeline(steps=[('learner',
                 RandomForestClassifier(bootstrap=False, max_features=1,
                                        n_estimators=512, warm_start=True))])",False,0.8718,True,"{'roc_auc': [0.8846153846153846, 0.8653846153846154, 0.7852564102564102, 0.9262820512820512, 0.8974358974358974]}",ok,,,,,,sklearn.ensemble._forest.RandomForestClassifier,"{'bootstrap': 'False', 'criterion': 'gini', 'max_depth': 'None', 'max_features': 0.0859036126748679, 'max_leaf_nodes': 'None', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0}"
